payment_id,loan_id,payment_date,scheduled_amount,actual_payment,principal_paid,interest_paid,days_past_due,payment_status
9003446,501149,2023-07-30,13657.71,13616.44,13499.43,117.0,0,Paid
9003447,501149,2023-10-28,13439.59,13058.3,12943.17,115.13,0,Paid
9003448,501150,2022-11-04,4549.12,4571.83,4543.02,28.81,0,Paid
9003449,501150,2023-02-02,4782.11,4264.46,4234.17,30.29,45,Late
9003450,501150,2023-05-03,4754.41,4284.58,4254.47,30.11,90,Late
9003451,501151,2025-12-08,12238.71,12213.85,12155.41,58.44,0,Paid
9003452,501151,2026-03-08,12528.25,11925.17,11865.35,59.82,5,Late
9003453,501151,2026-06-06,11960.47,11645.73,11588.62,57.11,0,Paid
9003454,501152,2025-12-24,15230.39,15301.96,15160.69,141.26,0,Paid
9003455,501152,2026-03-24,15628.66,15946.39,15801.43,144.96,0,Paid
9003456,501152,2026-06-22,14595.49,15018.91,14883.54,135.37,0,Paid
9003457,501153,2025-07-18,15186.33,13998.02,13941.32,56.7,15,Late
9003458,501153,2025-10-16,14932.13,14641.68,14585.93,55.75,15,Late
9003459,501153,2026-01-14,15261.32,13017.23,12960.25,56.98,45,Late
9003460,501154,2021-03-04,5964.67,4635.15,4587.44,47.72,90,Late
9003461,501154,2021-06-02,5603.33,5524.48,5479.65,44.83,60,Late
9003462,501154,2021-08-31,5744.55,4975.68,4929.72,45.96,60,Late
9003463,501155,2025-05-02,8495.75,8495.78,8470.79,24.99,0,Paid
9003464,501155,2025-07-31,8967.22,8912.97,8886.59,26.38,0,Paid
9003465,501155,2025-10-29,8370.82,8241.85,8217.23,24.62,0,Paid
9003466,501156,2025-01-25,15616.51,11865.39,11692.31,173.08,10,Late
9003467,501156,2025-04-25,15718.95,15620.42,15446.2,174.22,0,Paid
9003468,501156,2025-07-24,14296.7,11872.19,11713.74,158.46,5,Late
9003469,501157,2022-04-14,14702.45,14340.81,14237.52,103.28,0,Paid
9003470,501157,2022-07-13,14140.95,14276.33,14176.99,99.34,0,Paid
9003471,501157,2022-10-11,13773.89,13663.97,13567.21,96.76,0,Paid
9003472,501158,2022-06-01,2523.09,2549.8,2533.86,15.94,0,Paid
9003473,501158,2022-08-30,2481.73,2438.64,2422.96,15.68,0,Paid
9003474,501158,2022-11-28,2441.95,2476.25,2460.83,15.42,0,Paid
9003475,501159,2024-02-24,12289.38,11290.98,11211.71,79.27,90,Late
9003476,501159,2024-05-24,13099.08,13053.4,12968.91,84.49,10,Late
9003477,501159,2024-08-22,11888.01,12104.65,12027.97,76.68,0,Paid
9003478,501160,2020-08-31,8766.21,8723.14,8623.94,99.2,0,Paid
9003479,501160,2020-11-29,8835.16,8602.49,8502.5,99.98,0,Paid
9003480,501160,2021-02-27,9329.11,9168.86,9063.28,105.57,0,Paid
9003481,501161,2020-10-12,1819.05,1857.79,1840.96,16.83,0,Paid
9003482,501161,2021-01-10,1703.19,1695.05,1679.3,15.75,0,Paid
9003483,501161,2021-04-10,1762.07,1793.54,1777.24,16.3,0,Paid
9003484,501162,2023-01-05,255.36,203.11,200.94,2.18,15,Late
9003485,501162,2023-04-05,256.87,254.94,252.75,2.19,0,Paid
9003486,501162,2023-07-04,266.02,262.29,260.02,2.27,0,Paid
9003487,501163,2020-09-13,1440.05,1428.45,1418.21,10.24,0,Paid
9003488,501163,2020-12-12,1530.38,1498.35,1487.47,10.88,0,Paid
9003489,501163,2021-03-12,1433.42,1200.42,1190.23,10.19,10,Late
9003490,501164,2022-04-15,779.16,788.48,781.73,6.75,0,Paid
9003491,501164,2022-07-14,755.69,772.03,765.49,6.54,0,Paid
9003492,501164,2022-10-12,730.88,734.6,728.27,6.33,0,Paid
9003493,501165,2024-01-29,10635.22,10127.81,10008.51,119.29,15,Late
9003494,501165,2024-04-28,10910.29,10886.78,10764.41,122.38,0,Paid
9003495,501165,2024-07-27,11193.66,11355.12,11229.56,125.56,0,Paid
9003496,501166,2020-08-13,12860.34,12742.54,12616.29,126.25,45,Late
9003497,501166,2020-11-11,13535.17,13926.63,13793.76,132.87,0,Paid
9003498,501166,2021-02-09,13729.37,13970.61,13835.83,134.78,0,Paid
9003499,501167,2020-08-28,171.83,144.98,144.43,0.56,45,Late
9003500,501167,2020-11-26,164.7,131.8,131.27,0.54,45,Late
9003501,501167,2021-02-24,165.5,157.92,157.38,0.54,30,Late
9003502,501168,2021-12-03,6231.16,5126.61,5056.35,70.26,60,Late
9003503,501168,2022-03-03,6705.87,6834.75,6759.14,75.61,0,Paid
9003504,501168,2022-06-01,6305.63,6210.33,6139.23,71.1,0,Paid
9003505,501169,2019-04-25,14444.24,14717.88,14583.79,134.09,0,Paid
9003506,501169,2019-07-24,15109.4,11335.75,11195.48,140.27,15,Late
9003507,501169,2019-10-22,15078.4,15343.53,15203.55,139.98,0,Paid
9003508,501170,2024-05-23,8325.27,8068.19,7983.2,84.99,15,Late
9003509,501170,2024-08-21,8021.97,7024.25,6942.36,81.89,5,Late
9003510,501170,2024-11-19,8058.09,8003.41,7921.15,82.26,0,Paid
9003511,501171,2025-04-21,1463.89,1384.08,1378.7,5.38,90,Late
9003512,501171,2025-07-20,1412.04,1295.96,1290.78,5.19,5,Late
9003513,501171,2025-10-18,1446.96,1406.65,1401.33,5.32,0,Paid
9003514,501172,2020-10-17,15238.35,15065.38,14940.43,124.95,0,Paid
9003515,501172,2021-01-15,14650.36,14798.73,14678.6,120.13,0,Paid
9003516,501172,2021-04-15,14961.22,14283.18,14160.5,122.68,5,Late
9003517,501173,2023-05-01,15424.39,12161.38,12072.17,89.2,5,Late
9003518,501173,2023-07-30,15162.31,15224.2,15136.51,87.69,0,Paid
9003519,501173,2023-10-28,15255.8,14963.93,14875.7,88.23,0,Paid
9003520,501174,2025-12-20,1343.42,1191.09,1181.25,9.84,90,Late
9003521,501174,2026-03-20,1258.41,1250.92,1241.7,9.22,0,Paid
9003522,501174,2026-06-18,1254.39,1278.81,1269.63,9.19,0,Paid
9003523,501175,2019-10-29,14474.85,12402.67,12285.9,116.76,60,Late
9003524,501175,2020-01-27,15079.69,15159.68,15038.04,121.64,45,Late
9003525,501175,2020-04-26,14735.9,13246.0,13127.14,118.87,15,Late
9003526,501176,2021-01-03,15392.5,12895.14,12839.85,55.28,5,Late
9003527,501176,2021-04-03,14739.97,14683.71,14630.77,52.94,0,Paid
9003528,501176,2021-07-02,14876.06,14012.88,13959.45,53.43,30,Late
9003529,501177,2019-09-08,9982.97,9951.29,9843.56,107.73,0,Paid
9003530,501177,2019-12-07,10276.08,10256.2,10145.31,110.9,0,Paid
9003531,501177,2020-03-06,10550.38,10515.32,10401.46,113.86,0,Paid
9003532,501178,2020-08-30,14606.22,11058.09,10918.35,139.73,5,Late
9003533,501178,2020-11-28,14555.36,14956.71,14817.46,139.25,0,Paid
9003534,501178,2021-02-26,15311.37,15135.95,14989.47,146.48,0,Paid
9003535,501179,2024-05-29,2891.4,2946.97,2918.35,28.62,0,Paid
9003536,501179,2024-08-27,2963.45,3035.98,3006.64,29.34,0,Paid
9003537,501179,2024-11-25,3021.85,3019.28,2989.37,29.92,0,Paid
9003538,501180,2020-09-12,1673.46,1696.61,1691.69,4.92,0,Paid
9003539,501180,2020-12-11,1791.62,1496.11,1490.84,5.27,90,Late
9003540,501180,2021-03-11,1780.11,1753.76,1748.52,5.24,0,Paid
9003541,501181,2020-05-12,11610.7,11297.61,11239.94,57.67,0,Paid
9003542,501181,2020-08-10,11755.49,11746.45,11688.07,58.39,0,Paid
9003543,501181,2020-11-08,11312.75,11572.27,11516.08,56.19,0,Paid
9003544,501182,2023-07-22,2509.52,2460.26,2445.24,15.02,45,Late
9003545,501182,2023-10-20,2363.15,2206.46,2192.32,14.14,60,Late
9003546,501182,2024-01-18,2305.45,2305.17,2291.38,13.79,60,Late
9003547,501183,2022-11-17,881.86,790.49,780.89,9.6,45,Late
9003548,501183,2023-02-15,921.37,917.83,907.8,10.04,45,Late
9003549,501183,2023-05-16,920.44,831.55,821.52,10.03,60,Late
9003550,501184,2025-07-05,14904.78,14990.57,14918.66,71.92,0,Paid
9003551,501184,2025-10-03,14393.48,14784.66,14715.21,69.45,0,Paid
9003552,501184,2026-01-01,15382.43,15654.3,15580.08,74.22,0,Paid
9003553,501185,2025-12-20,5374.89,4509.92,4486.23,23.69,60,Late
9003554,501185,2026-03-20,5169.78,4584.68,4561.89,22.79,30,Late
9003555,501185,2026-06-18,4994.61,4421.84,4399.82,22.02,30,Late
9003556,501186,2024-01-07,14444.83,12689.45,12605.43,84.02,5,Late
9003557,501186,2024-04-06,15450.69,12075.02,11985.15,89.87,60,Late
9003558,501186,2024-07-05,14735.13,12750.69,12664.99,85.71,30,Late
9003559,501187,2020-12-08,745.0,738.1,729.46,8.64,0,Paid
9003560,501187,2021-03-08,747.45,744.93,736.26,8.66,0,Paid
9003561,501187,2021-06-06,762.23,781.87,773.03,8.84,0,Paid
9003562,501188,2020-06-28,6272.01,6289.48,6219.08,70.4,0,Paid
9003563,501188,2020-09-26,6327.88,5975.44,5904.41,71.03,15,Late
9003564,501188,2020-12-25,6218.81,6110.88,6041.07,69.81,0,Paid
9003565,501189,2024-08-29,975.79,783.58,775.1,8.47,10,Late
9003566,501189,2024-11-27,954.89,973.32,965.03,8.29,0,Paid
9003567,501189,2025-02-25,981.84,986.54,978.02,8.53,0,Paid
9003568,501190,2020-11-18,14562.41,14944.07,14791.05,153.03,0,Paid
9003569,501190,2021-02-16,14437.41,14576.92,14425.2,151.71,0,Paid
9003570,501190,2021-05-17,14407.63,13102.93,12951.53,151.4,5,Late
9003571,501191,2019-07-20,15711.71,15419.9,15351.81,68.08,0,Paid
9003572,501191,2019-10-18,15336.34,12892.93,12826.48,66.46,45,Late
9003573,501191,2020-01-16,14961.33,15054.64,14989.81,64.83,0,Paid
9003574,501192,2024-09-14,5722.89,5616.13,5598.25,17.88,0,Paid
9003575,501192,2024-12-13,5806.56,5657.23,5639.08,18.15,0,Paid
9003576,501192,2025-03-13,5827.41,5946.99,5928.78,18.21,0,Paid
9003577,501193,2020-03-07,10429.68,10362.48,10298.08,64.4,0,Paid
9003578,501193,2020-06-05,9794.63,8261.83,8201.35,60.48,10,Late
9003579,501193,2020-09-03,9816.17,9529.01,9468.4,60.61,0,Paid
9003580,501194,2019-03-08,2455.63,1931.96,1903.81,28.16,90,Late
9003581,501194,2019-06-06,2411.46,1825.01,1797.36,27.65,120,Late
9003582,501194,2019-09-04,2274.92,2337.2,2311.12,26.09,90,Late
9003583,501195,2024-09-05,15554.0,15321.83,15221.51,100.32,0,Paid
9003584,501195,2024-12-04,15266.96,13405.75,13307.28,98.47,5,Late
9003585,501195,2025-03-04,15331.15,14831.23,14732.35,98.89,5,Late
9003586,501196,2024-01-21,2027.2,1989.87,1966.0,23.87,0,Paid
9003587,501196,2024-04-20,2024.4,2040.03,2016.19,23.84,0,Paid
9003588,501196,2024-07-19,1942.4,1708.02,1685.15,22.87,5,Late
9003589,501197,2021-12-19,2486.48,2141.94,2128.55,13.39,10,Late
9003590,501197,2022-03-19,2424.72,2462.63,2449.57,13.05,0,Paid
9003591,501197,2022-06-17,2495.53,2480.71,2467.28,13.43,0,Paid
9003592,501198,2020-12-20,920.42,916.7,913.5,3.2,0,Paid
9003593,501198,2021-03-20,988.63,982.73,979.29,3.44,0,Paid
9003594,501198,2021-06-18,1000.6,991.81,988.34,3.48,45,Late
9003595,501199,2021-12-03,11325.72,11455.73,11350.97,104.76,0,Paid
9003596,501199,2022-03-03,11881.05,11556.88,11446.98,109.9,0,Paid
9003597,501199,2022-06-01,12049.55,9590.45,9478.99,111.46,5,Late
9003598,501200,2020-08-07,587.6,456.9,453.52,3.39,5,Late
9003599,501200,2020-11-05,568.41,580.8,577.52,3.28,0,Paid
9003600,501200,2021-02-03,575.61,568.37,565.05,3.32,0,Paid
9003601,501201,2019-06-25,4233.35,4057.8,4026.86,30.94,120,Late
9003602,501201,2019-09-23,4300.87,3323.58,3292.15,31.43,60,Late
9003603,501201,2019-12-22,4406.6,3791.06,3758.86,32.2,120,Late
9003604,501202,2025-06-13,14560.28,12125.4,12036.95,88.45,45,Late
9003605,501202,2025-09-11,15338.73,15767.67,15674.49,93.18,0,Paid
9003606,501202,2025-12-10,14317.12,14613.27,14526.29,86.98,0,Paid
9003607,501203,2022-09-09,847.17,850.22,844.84,5.39,0,Paid
9003608,501203,2022-12-08,855.72,844.7,839.26,5.44,0,Paid
9003609,501203,2023-03-08,834.92,851.29,845.98,5.31,90,Late
9003610,501204,2020-04-21,14505.17,14254.32,14090.04,164.27,0,Paid
9003611,501204,2020-07-20,15038.08,14913.99,14743.68,170.31,0,Paid
9003612,501204,2020-10-18,15508.3,15254.84,15079.21,175.63,0,Paid
9003613,501205,2021-09-24,4563.88,4460.66,4408.9,51.76,60,Late
9003614,501205,2021-12-23,4714.22,4471.67,4418.21,53.47,45,Late
9003615,501205,2022-03-23,4500.21,3667.28,3616.24,51.04,60,Late
9003616,501206,2024-09-14,15461.07,15365.59,15220.52,145.08,0,Paid
9003617,501206,2024-12-13,14997.7,15245.88,15105.15,140.73,0,Paid
9003618,501206,2025-03-13,14362.15,14592.6,14457.83,134.76,0,Paid
9003619,501207,2020-07-27,1910.18,1901.43,1893.37,8.05,0,Paid
9003620,501207,2020-10-25,1956.45,1909.45,1901.2,8.25,0,Paid
9003621,501207,2021-01-23,1975.2,1987.7,1979.37,8.33,0,Paid
9003622,501208,2022-12-25,7651.28,7679.87,7613.56,66.31,45,Late
9003623,501208,2023-03-25,7764.07,7980.86,7913.57,67.29,30,Late
9003624,501208,2023-06-23,7180.2,6921.83,6859.6,62.23,15,Late
9003625,501209,2025-08-07,11023.34,8732.71,8659.68,73.03,45,Late
9003626,501209,2025-11-05,11072.67,11334.83,11261.47,73.36,0,Paid
9003627,501209,2026-02-03,11191.11,11290.56,11216.42,74.14,0,Paid
9003628,501210,2019-03-10,1989.27,1759.98,1736.58,23.41,5,Late
9003629,501210,2019-06-08,1929.22,1578.12,1555.42,22.7,5,Late
9003630,501210,2019-09-06,1869.86,1914.56,1892.56,22.0,0,Paid
9003631,501211,2023-02-07,15182.36,15410.01,15356.11,53.9,0,Paid
9003632,501211,2023-05-08,13817.92,13860.85,13811.8,49.05,0,Paid
9003633,501211,2023-08-06,14786.17,15063.67,15011.18,52.49,60,Late
9003634,501212,2024-05-17,6060.85,5131.85,5109.67,22.17,120,Late
9003635,501212,2024-08-15,5562.21,4324.49,4304.14,20.35,60,Late
9003636,501212,2024-11-13,5908.85,4884.89,4863.28,21.62,120,Late
9003637,501213,2020-12-11,14794.27,12805.98,12756.79,49.19,45,Late
9003638,501213,2021-03-11,14334.87,13072.06,13024.4,47.66,45,Late
9003639,501213,2021-06-09,15147.73,12822.9,12772.53,50.37,90,Late
9003640,501214,2023-04-14,372.73,361.89,360.09,1.8,90,Late
9003641,501214,2023-07-13,356.24,306.98,305.26,1.72,5,Late
9003642,501214,2023-10-11,374.53,373.63,371.82,1.81,0,Paid
9003643,501215,2023-02-14,3069.92,3019.25,3004.29,14.97,0,Paid
9003644,501215,2023-05-15,2988.27,3021.96,3007.39,14.57,0,Paid
9003645,501215,2023-08-13,3082.88,3059.64,3044.61,15.03,0,Paid
9003646,501216,2021-07-11,14088.17,11085.0,11022.55,62.46,15,Late
9003647,501216,2021-10-09,14752.51,14872.72,14807.32,65.4,0,Paid
9003648,501216,2022-01-07,14218.61,14075.54,14012.5,63.04,0,Paid
9003649,501217,2024-06-13,2123.19,2097.75,2083.65,14.1,0,Paid
9003650,501217,2024-09-11,2185.33,2146.57,2132.05,14.51,0,Paid
9003651,501217,2024-12-10,2138.38,1772.43,1758.23,14.2,15,Late
9003652,501218,2022-11-10,594.6,485.53,481.74,3.79,90,Late
9003653,501218,2023-02-08,593.95,599.2,595.42,3.78,30,Late
9003654,501218,2023-05-09,596.36,506.55,502.75,3.8,10,Late
9003655,501219,2019-09-18,11279.86,8509.46,8381.81,127.65,60,Late
9003656,501219,2019-12-17,11468.56,11388.33,11258.55,129.79,5,Late
9003657,501219,2020-03-16,11621.57,11966.35,11834.83,131.52,0,Paid
9003658,501220,2024-06-05,2757.23,2364.11,2334.73,29.39,30,Late
9003659,501220,2024-09-03,2870.54,2486.14,2455.54,30.6,60,Late
9003660,501220,2024-12-02,2983.21,2951.51,2919.72,31.8,60,Late
9003661,501221,2024-04-16,12987.77,12805.42,12708.77,96.65,0,Paid
9003662,501221,2024-07-15,13193.72,13176.03,13077.84,98.18,0,Paid
9003663,501221,2024-10-13,12758.18,12901.95,12807.01,94.94,45,Late
9003664,501222,2024-09-28,12393.62,9786.92,9644.8,142.11,45,Late
9003665,501222,2024-12-27,12508.23,11535.64,11392.21,143.43,120,Late
9003666,501222,2025-03-27,13003.78,11777.74,11628.63,149.11,90,Late
9003667,501223,2022-11-21,6609.13,6675.97,6633.17,42.79,0,Paid
9003668,501223,2023-02-19,6160.85,5375.75,5335.86,39.89,60,Late
9003669,501223,2023-05-20,6770.23,6651.42,6607.58,43.84,0,Paid
9003670,501224,2025-05-22,733.16,567.93,565.75,2.18,60,Late
9003671,501224,2025-08-20,740.11,743.14,740.94,2.2,45,Late
9003672,501224,2025-11-18,719.28,686.1,683.97,2.13,30,Late
9003673,501225,2019-06-08,8536.17,8507.92,8464.03,43.89,5,Late
9003674,501225,2019-09-06,9037.59,7431.37,7384.9,46.47,45,Late
9003675,501225,2019-12-05,8869.4,9023.94,8978.33,45.6,0,Paid
9003676,501226,2024-05-26,2202.67,1696.99,1688.47,8.52,45,Late
9003677,501226,2024-08-24,2122.9,2061.67,2053.47,8.21,60,Late
9003678,501226,2024-11-22,2055.15,2046.06,2038.11,7.95,15,Late
9003679,501227,2025-04-04,14557.92,14173.21,14000.7,172.51,10,Late
9003680,501227,2025-07-03,14522.9,14762.87,14590.77,172.1,0,Paid
9003681,501227,2025-10-01,13423.58,13396.01,13236.94,159.07,0,Paid
9003682,501228,2023-05-09,11736.34,11987.69,11941.73,45.97,0,Paid
9003683,501228,2023-08-07,11493.98,11460.82,11415.8,45.02,0,Paid
9003684,501228,2023-11-05,11640.78,11568.2,11522.6,45.59,0,Paid
9003685,501229,2019-04-16,9239.47,8440.24,8405.67,34.57,45,Late
9003686,501229,2019-07-15,8937.98,8847.78,8814.34,33.44,0,Paid
9003687,501229,2019-10-13,9656.77,9447.32,9411.19,36.13,0,Paid
9003688,501230,2024-07-20,845.08,843.74,837.97,5.77,0,Paid
9003689,501230,2024-10-18,831.52,795.14,789.47,5.68,10,Late
9003690,501230,2025-01-16,906.64,879.91,873.72,6.19,0,Paid
9003691,501231,2025-02-13,12091.33,11942.8,11845.97,96.83,15,Late
9003692,501231,2025-05-14,11365.6,8980.57,8889.55,91.02,60,Late
9003693,501231,2025-08-12,11960.55,11938.67,11842.89,95.78,15,Late
9003694,501232,2020-10-14,1239.0,1253.71,1243.0,10.71,0,Paid
9003695,501232,2021-01-12,1180.41,1194.97,1184.77,10.2,45,Late
9003696,501232,2021-04-12,1216.22,1236.23,1225.72,10.51,0,Paid
9003697,501233,2025-03-23,4984.91,5068.22,5036.98,31.24,0,Paid
9003698,501233,2025-06-21,5448.8,5528.69,5494.54,34.15,0,Paid
9003699,501233,2025-09-19,5009.02,4930.13,4898.74,31.39,0,Paid
9003700,501234,2022-07-08,5779.09,5726.69,5673.76,52.93,0,Paid
9003701,501234,2022-10-06,5881.52,5715.06,5661.19,53.86,0,Paid
9003702,501234,2023-01-04,5803.9,5766.68,5713.53,53.15,0,Paid
9003703,501235,2023-08-20,640.27,637.24,630.57,6.66,0,Paid
9003704,501235,2023-11-18,671.29,682.71,675.73,6.99,0,Paid
9003705,501235,2024-02-16,676.73,681.21,674.16,7.04,0,Paid
9003706,501236,2024-03-10,875.09,878.3,870.83,7.47,0,Paid
9003707,501236,2024-06-08,874.79,868.44,860.97,7.47,0,Paid
9003708,501236,2024-09-06,871.49,863.38,855.93,7.44,0,Paid
9003709,501237,2020-09-08,1597.27,1287.84,1273.7,14.14,30,Late
9003710,501237,2020-12-07,1603.91,1644.03,1629.84,14.19,0,Paid
9003711,501237,2021-03-07,1708.39,1657.49,1642.37,15.12,0,Paid
9003712,501238,2020-06-11,10510.91,8268.87,8159.9,108.96,5,Late
9003713,501238,2020-09-09,10323.53,8351.69,8244.67,107.02,30,Late
9003714,501238,2020-12-08,10086.63,9929.01,9824.44,104.56,0,Paid
9003715,501239,2019-07-18,15370.56,15473.77,15348.76,125.01,0,Paid
9003716,501239,2019-10-16,15396.09,14945.1,14819.88,125.22,0,Paid
9003717,501239,2020-01-14,14786.58,15061.68,14941.41,120.26,0,Paid
9003718,501240,2021-04-13,1849.79,1792.21,1780.79,11.42,5,Late
9003719,501240,2021-07-12,1817.94,1845.11,1833.88,11.23,0,Paid
9003720,501240,2021-10-10,1949.76,1557.93,1545.89,12.04,5,Late
9003721,501241,2020-09-30,472.26,461.11,456.66,4.45,0,Paid
9003722,501241,2020-12-29,458.97,461.66,457.34,4.32,0,Paid
9003723,501241,2021-03-29,448.64,460.85,456.62,4.22,0,Paid
9003724,501242,2019-05-20,11298.86,11414.76,11306.85,107.9,0,Paid
9003725,501242,2019-08-18,10907.55,10649.26,10545.09,104.17,0,Paid
9003726,501242,2019-11-16,11483.41,11593.04,11483.37,109.67,0,Paid
9003727,501243,2019-10-04,11913.73,11963.34,11821.96,141.38,0,Paid
9003728,501243,2020-01-02,12409.95,12246.64,12099.37,147.26,0,Paid
9003729,501243,2020-04-01,12826.24,13097.31,12945.11,152.2,0,Paid
9003730,501244,2022-08-16,12964.58,10622.9,10572.12,50.78,60,Late
9003731,501244,2022-11-14,13238.0,10452.18,10400.33,51.85,30,Late
9003732,501244,2023-02-12,13090.94,12347.03,12295.76,51.27,90,Late
9003733,501245,2021-07-04,15589.49,15337.48,15196.91,140.57,0,Paid
9003734,501245,2021-10-02,15349.8,14978.7,14840.3,138.4,10,Late
9003735,501245,2021-12-31,15420.89,15307.74,15168.7,139.05,0,Paid
9003736,501246,2023-06-29,15662.62,15293.55,15227.76,65.78,0,Paid
9003737,501246,2023-09-27,15302.48,13988.72,13924.45,64.27,5,Late
9003738,501246,2023-12-26,14727.29,14812.75,14750.9,61.85,0,Paid
9003739,501247,2020-10-01,14991.47,15363.0,15270.3,92.7,10,Late
9003740,501247,2020-12-30,14430.42,14042.54,13953.31,89.23,0,Paid
9003741,501247,2021-03-30,15358.89,14458.4,14363.43,94.97,5,Late
9003742,501248,2022-02-19,1971.72,1649.32,1642.19,7.13,120,Late
9003743,501248,2022-05-20,1899.02,1623.21,1616.34,6.87,45,Late
9003744,501248,2022-08-18,1946.03,1631.53,1624.49,7.04,60,Late
9003745,501249,2022-01-02,7256.78,7251.33,7187.35,63.98,0,Paid
9003746,501249,2022-04-02,7244.92,7271.05,7207.17,63.88,0,Paid
9003747,501249,2022-07-01,6890.99,6028.52,5967.76,60.76,45,Late
9003748,501250,2024-12-22,911.08,889.76,883.79,5.97,0,Paid
9003749,501250,2025-03-22,951.79,927.74,921.5,6.23,0,Paid
9003750,501250,2025-06-20,986.2,1000.03,993.57,6.46,0,Paid
9003751,501251,2023-04-09,5016.85,5157.19,5112.29,44.9,0,Paid
9003752,501251,2023-07-08,5132.03,5174.38,5128.45,45.93,0,Paid
9003753,501251,2023-10-06,5116.36,4899.3,4853.51,45.79,5,Late
9003754,501252,2022-12-29,961.08,970.49,962.94,7.55,0,Paid
9003755,501252,2023-03-29,981.23,1000.81,993.09,7.71,0,Paid
9003756,501252,2023-06-27,903.46,742.03,734.93,7.1,5,Late
9003757,501253,2020-09-12,1203.5,1170.12,1164.48,5.64,60,Late
9003758,501253,2020-12-11,1142.65,976.04,970.69,5.35,30,Late
9003759,501253,2021-03-11,1211.99,1032.34,1026.66,5.68,15,Late
9003760,501254,2023-07-29,11340.95,9084.96,9035.34,49.62,30,Late
9003761,501254,2023-10-27,10671.43,10363.49,10316.8,46.69,0,Paid
9003762,501254,2024-01-25,10435.47,10168.07,10122.42,45.66,0,Paid
9003763,501255,2023-01-22,2439.84,2452.91,2427.01,25.9,0,Paid
9003764,501255,2023-04-22,2409.45,2418.47,2392.89,25.58,0,Paid
9003765,501255,2023-07-21,2500.15,1968.98,1942.44,26.54,15,Late
9003766,501256,2023-09-30,1841.38,1533.9,1514.47,19.43,15,Late
9003767,501256,2023-12-29,1750.04,1567.48,1549.02,18.46,45,Late
9003768,501256,2024-03-28,1850.5,1456.97,1437.44,19.52,30,Late
9003769,501257,2025-02-22,15295.73,15301.67,15234.37,67.3,0,Paid
9003770,501257,2025-05-23,15003.44,15148.62,15082.6,66.02,0,Paid
9003771,501257,2025-08-21,15368.83,15670.28,15602.66,67.62,0,Paid
9003772,501258,2025-05-21,7751.94,7661.77,7578.31,83.46,0,Paid
9003773,501258,2025-08-19,7707.86,7559.29,7476.3,82.99,0,Paid
9003774,501258,2025-11-17,7821.26,7779.77,7695.56,84.21,0,Paid
9003775,501259,2022-04-22,14160.32,11958.68,11866.75,91.92,15,Late
9003776,501259,2022-07-21,14691.49,14619.46,14524.09,95.37,15,Late
9003777,501259,2022-10-19,14564.43,13682.06,13587.52,94.55,60,Late
9003778,501260,2023-05-07,6731.35,6841.08,6766.53,74.55,0,Paid
9003779,501260,2023-08-05,6998.17,7177.25,7099.74,77.5,0,Paid
9003780,501260,2023-11-03,7245.76,7253.57,7173.33,80.25,0,Paid
9003781,501261,2020-06-14,14701.6,14822.62,14678.78,143.83,0,Paid
9003782,501261,2020-09-12,14851.02,14671.2,14525.91,145.29,0,Paid
9003783,501261,2020-12-11,15661.78,14209.84,14056.61,153.22,45,Late
9003784,501262,2022-01-15,1701.81,1684.94,1678.92,6.03,0,Paid
9003785,501262,2022-04-15,1772.33,1817.65,1811.37,6.28,0,Paid
9003786,501262,2022-07-14,1721.82,1748.12,1742.02,6.1,0,Paid
9003787,501263,2025-03-20,1200.09,1173.99,1170.31,3.68,0,Paid
9003788,501263,2025-06-18,1247.85,1262.91,1259.09,3.83,0,Paid
9003789,501263,2025-09-16,1182.21,1192.3,1188.68,3.63,0,Paid
9003790,501264,2021-12-25,1451.25,1465.35,1456.14,9.22,0,Paid
9003791,501264,2022-03-25,1528.5,1526.64,1516.93,9.71,0,Paid
9003792,501264,2022-06-23,1525.92,1489.89,1480.2,9.69,0,Paid
9003793,501265,2022-09-28,388.37,390.03,387.09,2.94,0,Paid
9003794,501265,2022-12-27,382.52,380.09,377.19,2.89,0,Paid
9003795,501265,2023-03-27,385.51,345.11,342.19,2.92,15,Late
9003796,501266,2022-05-19,1069.39,896.41,887.96,8.45,45,Late
9003797,501266,2022-08-17,1073.92,863.54,855.06,8.48,60,Late
9003798,501266,2022-11-15,1117.41,889.88,881.06,8.83,120,Late
9003799,501267,2021-09-21,14313.99,14581.69,14518.35,63.34,0,Paid
9003800,501267,2021-12-20,14763.79,15023.36,14958.03,65.33,0,Paid
9003801,501267,2022-03-20,15208.75,15172.29,15105.0,67.3,0,Paid
9003802,501268,2020-10-23,14430.73,14650.03,14525.21,124.83,0,Paid
9003803,501268,2021-01-21,15099.11,15047.83,14917.22,130.61,0,Paid
9003804,501268,2021-04-21,15550.23,15680.35,15545.84,134.51,0,Paid
9003805,501269,2021-10-19,616.6,612.77,609.89,2.88,0,Paid
9003806,501269,2022-01-17,626.42,615.18,612.25,2.93,0,Paid
9003807,501269,2022-04-17,638.03,582.06,579.08,2.98,15,Late
9003808,501270,2021-01-06,10304.75,10194.01,10149.87,44.14,0,Paid
9003809,501270,2021-04-06,10731.16,10499.69,10453.72,45.97,0,Paid
9003810,501270,2021-07-05,10734.32,10716.31,10670.33,45.98,0,Paid
9003811,501271,2022-09-17,5877.76,5820.47,5791.81,28.65,0,Paid
