loan_id,customer_id,loan_type,loan_amount,outstanding_balance,interest_rate,loan_status,state,origination_date,maturity_date
501230,11548,Auto Loan,31118.79,8072.83,8.19,Active,New York,20-07-2024,13-02-2054
501231,12502,Business Loan,429493.48,311286.44,9.61,Delinquent,Georgia,13-02-2025,09-09-2054
501232,11748,Personal Loan,43782.06,30083.39,10.37,Fully Paid,Ohio,14-10-2020,13-09-2026
501233,11879,Mortgage,187213.05,116426.39,7.52,Active,Arizona,23-03-2025,08-12-2044
501234,10944,Business Loan,204118.78,84109.01,10.99,Closed,Florida,08-07-2022,06-06-2028
501235,11338,Auto Loan,23450.16,11909.58,12.49,Active,Illinois,20-08-2023,14-07-2030
501236,11087,Personal Loan,30144.97,9199.37,10.25,Fully Paid,Pennsylvania,10-03-2024,22-12-2038
501237,12587,Auto Loan,60252.33,26668.18,10.62,Active,Massachusetts,08-09-2020,22-06-2035
501238,10659,Business Loan,363110.68,163407.56,12.44,Active,Ohio,11-06-2020,06-05-2027
501239,10516,Mortgage,534864.38,333288.49,9.76,Active,New Jersey,18-07-2019,21-06-2024
501240,11993,Business Loan,68176.48,21749.11,7.41,Fully Paid,California,13-04-2021,07-03-2028
501241,11991,Personal Loan,16257.05,7480.24,11.3,Fully Paid,Arizona,30-09-2020,09-08-2030
501242,10823,Mortgage,397030.24,289526.7,11.46,Active,California,20-05-2019,13-04-2026
501243,10743,Mortgage,442753.37,338918.81,14.24,Active,Pennsylvania,04-10-2019,07-09-2024
501244,10944,Mortgage,462797.04,325833.76,4.7,Delinquent,Florida,16-08-2022,15-07-2028
501245,10867,Mortgage,669253.21,401494.42,10.82,Active,North Carolina,04-07-2021,13-06-2025
501246,10056,Business Loan,571010.76,305086.89,5.04,Active,New York,29-06-2023,02-06-2028
501247,12325,Mortgage,686009.47,593883.14,7.42,Active,Washington,01-10-2020,15-07-2035
501248,12833,Auto Loan,67790.58,49866.64,4.34,Defaulted,California,19-02-2022,02-12-2036
501249,12229,Mortgage,260170.04,215381.45,10.58,Active,Georgia,02-01-2022,11-11-2031
501250,10321,Personal Loan,33915.55,6447.5,7.86,Active,New York,22-12-2024,31-10-2034
501251,11367,Equipment Loan,178701.85,72988.58,10.74,Fully Paid,Massachusetts,09-04-2023,19-03-2027
501252,10995,Personal Loan,33862.41,23148.31,9.43,Active,Ohio,29-12-2022,06-11-2032
501253,10646,Auto Loan,41579.19,33977.58,5.62,Delinquent,Ohio,12-09-2020,17-08-2025
501254,11565,Mortgage,389660.21,207314.55,5.25,Active,Arizona,29-07-2023,21-02-2053
501255,12880,Auto Loan,89922.58,40000.25,12.74,Active,Michigan,22-01-2023,04-11-2037
501256,11205,Equipment Loan,66273.54,34207.08,12.66,Delinquent,Arizona,30-09-2023,13-07-2038
501257,10915,Mortgage,603848.45,171674.15,5.28,Closed,California,22-02-2025,27-01-2030
501258,11882,Mortgage,291496.11,179325.13,12.92,Active,Ohio,21-05-2025,03-03-2040
501259,10249,Mortgage,516980.68,306926.63,7.79,Delinquent,Florida,22-04-2022,02-02-2037
501260,10038,Mortgage,251654.85,242364.31,13.29,Active,New Jersey,07-05-2023,22-01-2043
501261,11626,Mortgage,797943.99,240859.35,11.74,Closed,Florida,14-06-2020,30-05-2023
501262,12777,Personal Loan,63294.59,57597.92,4.25,Closed,Georgia,15-01-2022,24-11-2031
501263,10899,Personal Loan,44052.45,31785.9,3.68,Active,Massachusetts,20-03-2025,22-02-2030
501264,12865,Personal Loan,53087.09,50994.3,7.62,Active,Ohio,25-12-2021,11-09-2041
501265,12709,Personal Loan,14341.54,8240.86,9.08,Active,Washington,28-09-2022,02-09-2027
501266,12567,Auto Loan,38506.31,17518.06,9.48,Defaulted,Illinois,19-05-2022,03-02-2042
501267,11785,Mortgage,542793.76,398723.9,5.31,Active,Massachusetts,21-09-2021,04-07-2036
501268,12112,Mortgage,773813.1,154411.39,10.38,Active,New York,23-10-2020,10-07-2040
501269,11179,Auto Loan,22424.07,14081.93,5.61,Closed,New Jersey,19-10-2021,28-09-2025
501270,12796,Mortgage,378157.91,323223.61,5.14,Active,North Carolina,06-01-2021,16-12-2024
501271,10702,Mortgage,201827.34,74217.82,5.85,Active,Virginia,17-09-2022,01-09-2025
501272,10287,Mortgage,683595.19,377629.2,5.71,Active,North Carolina,17-02-2023,16-01-2029
501273,12157,Business Loan,483017.64,358884.57,6.65,Active,Florida,06-07-2019,14-05-2029
501274,10904,Mortgage,476692.33,444486.07,10.87,Active,Massachusetts,05-06-2022,13-04-2032
501275,10257,Auto Loan,73375.85,56000.98,12.42,Defaulted,Massachusetts,24-01-2025,03-12-2034
501276,10001,Mortgage,717902.95,135703.66,7.33,Fully Paid,Arizona,26-11-2021,08-09-2036
501277,12045,Personal Loan,31129.37,26103.15,12.77,Closed,North Carolina,17-09-2023,27-08-2027
501278,10518,Business Loan,123604.73,79682.6,13.84,Active,Arizona,08-02-2023,03-09-2052
501279,10143,Auto Loan,29563.01,17542.94,10.1,Active,Illinois,16-04-2024,23-02-2034
501280,12460,Personal Loan,72861.89,17184.27,12.62,Fully Paid,Virginia,06-06-2022,21-02-2042
501281,10573,Mortgage,507659.32,115669.19,7.81,Active,Illinois,21-02-2024,15-01-2031
501282,12733,Auto Loan,69617.15,31961.83,12.27,Active,California,02-02-2022,12-01-2026
501283,11179,Auto Loan,37302.45,24124.28,8.89,Closed,New Jersey,14-10-2023,01-07-2043
501284,10174,Mortgage,802914.36,688297.25,12.7,Delinquent,Arizona,19-04-2020,29-03-2024
501285,12669,Mortgage,495502.18,299056.31,6.54,Fully Paid,Florida,23-02-2020,27-01-2025
501286,12345,Mortgage,564998.29,159775.93,11.74,Active,Ohio,11-02-2019,16-01-2024
501287,11792,Business Loan,299328.17,221058.74,8.43,Active,Washington,04-05-2025,18-04-2028
501288,12392,Personal Loan,56479.47,23814.54,12.38,Active,Texas,17-08-2025,27-07-2029
501289,11634,Personal Loan,29331.58,24314.79,12.24,Delinquent,Illinois,14-01-2021,23-11-2030
501290,12107,Mortgage,788928.93,571394.96,6.15,Delinquent,New Jersey,23-12-2022,31-10-2032
501291,10186,Equipment Loan,46534.58,12961.28,11.48,Closed,Michigan,29-07-2023,13-07-2026
501292,11178,Mortgage,498038.39,357703.66,3.61,Defaulted,Texas,06-02-2023,21-01-2026
501293,12505,Mortgage,747953.94,606647.43,7.6,Fully Paid,Virginia,16-01-2024,24-11-2033
501294,12033,Personal Loan,7519.42,1324.79,6.57,Active,Arizona,04-10-2024,19-09-2027
501295,11700,Mortgage,510652.48,305289.99,11.28,Active,Virginia,10-05-2019,18-03-2029
501296,10892,Equipment Loan,186451.11,66102.99,14.15,Active,Florida,19-06-2019,27-04-2029
501297,12897,Mortgage,739537.36,546275.47,13.16,Fully Paid,Massachusetts,28-12-2024,22-11-2031
501298,11819,Business Loan,589698.64,480432.6,9.83,Defaulted,Texas,22-10-2022,17-05-2052
501299,10904,Personal Loan,38325.45,10428.5,9.84,Defaulted,Massachusetts,01-05-2025,15-04-2028
501300,11465,Personal Loan,6449.76,2389.04,9.93,Delinquent,Washington,02-07-2019,26-05-2026
501301,11170,Personal Loan,53112.19,27478.71,7.71,Defaulted,Texas,15-09-2025,15-08-2031
501302,12332,Business Loan,305497.91,239727.6,5.57,Active,Virginia,21-09-2024,26-08-2029
501303,10195,Auto Loan,60564.46,54796.03,8.29,Active,Florida,02-11-2025,02-10-2031
501304,10469,Auto Loan,50100.4,31682.84,3.56,Active,Ohio,01-02-2024,16-01-2027
501305,12889,Auto Loan,16744.73,4057.67,3.61,Defaulted,Texas,22-02-2019,01-02-2023
501306,12136,Personal Loan,16438.84,5161.68,4.2,Closed,Texas,16-12-2022,30-11-2025
501307,12675,Personal Loan,57918.17,19270.39,5.1,Active,Pennsylvania,27-10-2024,14-07-2044
501308,12761,Equipment Loan,298814.78,246824.27,13.97,Active,Virginia,10-05-2023,03-12-2052
501309,12265,Mortgage,847442.25,754776.25,13.78,Active,Pennsylvania,14-07-2025,26-04-2040
501310,11637,Auto Loan,80959.27,21849.92,8.25,Active,Michigan,23-04-2019,22-03-2025
501311,12995,Auto Loan,71395.91,65473.76,4.31,Fully Paid,California,28-07-2025,07-07-2029
501312,12104,Personal Loan,73975.06,40405.03,5.68,Active,New York,26-11-2023,25-10-2029
501313,10280,Mortgage,769305.11,670813.19,7.19,Active,California,17-08-2025,11-07-2032
501314,12242,Auto Loan,65432.47,60056.81,14.32,Defaulted,Ohio,01-02-2023,27-08-2052
501315,11833,Auto Loan,40806.17,18000.24,6.96,Active,Georgia,12-06-2019,27-02-2039
501316,12494,Equipment Loan,52848.31,10827.11,7.44,Active,Texas,08-12-2025,22-11-2028
501317,12723,Mortgage,474947.51,123684.63,11.71,Active,Michigan,14-08-2022,29-07-2025
501318,11301,Personal Loan,55208.83,27333.78,8.41,Fully Paid,New York,20-04-2023,05-01-2043
501319,12507,Mortgage,190855.15,162613.53,8.93,Active,Washington,02-10-2021,11-08-2031
501320,11838,Equipment Loan,63933.33,50963.18,4.71,Active,California,25-10-2023,07-08-2038
501321,12311,Equipment Loan,248900.43,134711.53,7.2,Active,Michigan,17-01-2020,01-01-2023
501322,10811,Auto Loan,80381.92,34789.35,11.66,Fully Paid,Ohio,03-04-2019,27-10-2048
501323,10440,Auto Loan,56852.49,15548.44,10.5,Fully Paid,New York,23-12-2022,07-12-2025
501324,10305,Mortgage,590466.84,463244.26,11.43,Delinquent,Texas,24-08-2024,24-07-2030
501325,12988,Equipment Loan,223382.87,141767.75,6.9,Active,New Jersey,03-02-2022,21-10-2041
501326,12466,Equipment Loan,69359.21,59117.82,7.25,Fully Paid,Illinois,06-09-2020,20-06-2035
501327,10007,Personal Loan,72053.1,66408.55,6.45,Active,Washington,03-06-2021,27-04-2028
501328,12480,Mortgage,735056.38,566380.99,13.61,Fully Paid,Virginia,15-05-2019,18-04-2024
501329,12561,Mortgage,449912.17,336284.36,11.51,Fully Paid,Arizona,05-05-2022,19-04-2025
501330,11985,Personal Loan,8974.81,7831.59,14.2,Active,Washington,27-07-2024,06-07-2028
501331,11116,Auto Loan,85564.37,63445.17,10.8,Delinquent,Texas,14-11-2019,09-06-2049
501332,11375,Mortgage,794449.32,261879.87,13.49,Fully Paid,Arizona,27-10-2019,14-07-2039
501333,12386,Personal Loan,6751.75,1692.48,14.37,Fully Paid,Washington,10-09-2024,20-07-2034
501334,10289,Mortgage,247888.05,172568.84,6.9,Active,Ohio,31-03-2021,10-03-2025
501335,10892,Business Loan,185775.03,137492.31,6.04,Active,Florida,21-03-2023,01-01-2038
501336,10510,Mortgage,291451.69,75898.35,11.74,Active,Pennsylvania,20-06-2021,20-05-2027
501337,12167,Auto Loan,57095.8,19127.61,3.64,Active,Texas,19-12-2022,23-11-2027
501338,10382,Auto Loan,56254.24,10345.86,14.07,Closed,Arizona,28-03-2024,25-02-2030
501339,10925,Business Loan,183508.29,34286.8,9.17,Active,Texas,19-08-2019,14-03-2049
501340,12391,Personal Loan,53644.69,47540.55,13.96,Fully Paid,Pennsylvania,28-08-2021,15-05-2041
501341,11648,Auto Loan,85374.92,78922.49,9.68,Fully Paid,Virginia,28-06-2021,22-01-2051
501342,10039,Mortgage,624538.19,94415.91,13.73,Delinquent,Ohio,10-01-2019,04-12-2025
501343,10681,Auto Loan,82238.63,72061.2,9.94,Delinquent,Massachusetts,05-07-2021,17-04-2036
501344,11372,Business Loan,406584.7,312624.25,12.5,Fully Paid,Florida,20-06-2025,30-05-2029
501345,11626,Auto Loan,53953.88,17249.94,4.62,Active,Florida,25-09-2025,09-09-2028
501346,11215,Auto Loan,22075.61,11260.53,5.01,Fully Paid,Florida,04-06-2020,14-05-2024
501347,12616,Business Loan,126810.26,102311.94,5.96,Active,Michigan,28-01-2023,27-12-2028
501348,10214,Mortgage,465800.99,263044.62,8.45,Fully Paid,Illinois,18-04-2021,12-11-2050
501349,12297,Auto Loan,24885.09,8550.41,6.7,Active,New Jersey,14-03-2025,21-01-2035
501350,12975,Personal Loan,24300.3,4737.65,11.88,Closed,Michigan,02-01-2022,02-12-2027
501351,12987,Business Loan,296621.02,95016.97,7.86,Fully Paid,Illinois,13-11-2019,28-10-2022
501352,10417,Personal Loan,43325.72,35211.6,11.46,Active,Florida,09-07-2022,18-06-2026
501353,11462,Mortgage,364444.47,229550.69,6.73,Active,Pennsylvania,06-04-2024,01-03-2031
501354,12133,Personal Loan,57533.59,44283.37,11.83,Defaulted,North Carolina,07-01-2023,06-12-2028
501355,10679,Business Loan,188884.19,152851.58,7.03,Active,Arizona,18-10-2020,14-05-2050
501356,11553,Personal Loan,30007.36,5954.38,9.42,Active,New Jersey,16-02-2019,11-09-2048
501357,10553,Business Loan,537428.65,96927.25,3.73,Defaulted,North Carolina,27-11-2020,27-10-2026
501358,10146,Auto Loan,85359.56,66146.75,11.49,Closed,Washington,03-08-2020,19-07-2023
501359,11335,Mortgage,536604.83,350002.28,7.75,Active,North Carolina,15-06-2019,09-05-2026
501360,12964,Business Loan,87547.19,69742.9,11.46,Delinquent,Arizona,18-06-2019,12-05-2026
501361,10485,Auto Loan,62918.55,41422.42,8.95,Active,New York,15-01-2025,15-12-2030
501362,10108,Auto Loan,25895.27,24684.69,11.21,Fully Paid,Arizona,04-04-2025,27-02-2032
501363,10135,Mortgage,581044.85,246998.17,5.7,Fully Paid,Washington,11-05-2021,10-04-2027
501364,10496,Auto Loan,40258.22,13897.31,10.6,Delinquent,Illinois,22-08-2021,01-08-2025
501365,11773,Mortgage,407413.98,287585.29,12.97,Active,Florida,24-06-2019,23-05-2025
501366,10692,Business Loan,314031.26,136345.46,9.47,Closed,Michigan,14-12-2021,23-10-2031
501367,10177,Personal Loan,32241.35,27536.26,13.75,Active,Massachusetts,27-09-2023,10-07-2038
501368,10943,Auto Loan,79203.04,47917.86,7.22,Closed,Virginia,13-03-2025,15-02-2030
501369,10869,Auto Loan,46532.58,41882.55,6.44,Active,Florida,02-04-2020,18-03-2023
501370,10587,Auto Loan,75677.82,36793.1,10.03,Fully Paid,Illinois,12-03-2022,24-02-2025
501371,11597,Mortgage,319137.63,282887.68,7.82,Delinquent,California,03-05-2021,27-03-2028
501372,11339,Business Loan,398547.92,201797.79,8.3,Active,North Carolina,15-02-2024,09-01-2031
501373,12469,Personal Loan,38721.62,10482.44,11.93,Fully Paid,Florida,02-12-2021,26-10-2028
501374,12472,Personal Loan,11485.19,4542.49,12.6,Closed,California,15-06-2023,09-05-2030
501375,10528,Auto Loan,44619.73,37694.87,4.76,Fully Paid,Illinois,12-07-2022,26-06-2025
501376,10129,Mortgage,453685.21,214562.64,7.44,Active,Arizona,07-09-2024,21-06-2039
501377,11100,Mortgage,424902.43,216529.92,3.64,Closed,Ohio,12-06-2024,06-01-2054
501378,10918,Business Loan,448701.08,373160.18,9.17,Active,Florida,25-02-2020,08-12-2034
501379,11635,Mortgage,229235.04,62330.05,3.84,Active,North Carolina,03-09-2021,28-07-2028
501380,12981,Mortgage,259136.16,97524.44,13.27,Defaulted,Texas,07-08-2024,23-07-2027
501381,10668,Auto Loan,23337.6,9347.52,10.73,Closed,Texas,23-07-2022,09-04-2042
501382,10393,Auto Loan,86525.15,62178.25,6.46,Active,New Jersey,30-04-2020,30-03-2026
501383,11237,Equipment Loan,130077.45,65903.38,7.6,Delinquent,Illinois,21-04-2021,15-11-2050
501384,10913,Mortgage,486964.1,89741.51,8.87,Delinquent,Illinois,22-07-2023,14-02-2053
501385,11058,Business Loan,206128.82,110109.31,6.12,Active,Arizona,13-05-2022,17-04-2027
501386,10015,Personal Loan,21510.88,10233.54,5.28,Active,California,27-10-2019,06-10-2023
501387,11401,Auto Loan,76883.16,55748.13,12.83,Active,Massachusetts,30-05-2022,07-04-2032
501388,12273,Business Loan,196423.52,112315.31,7.04,Active,New York,08-07-2022,25-03-2042
501389,11394,Mortgage,325737,61918.73,12.67,Active,Illinois,18-04-2023,17-03-2029
501390,11386,Personal Loan,35522.91,10652.62,6.71,Active,Pennsylvania,02-03-2021,25-01-2028
501391,11876,Auto Loan,31177.6,6322.84,7.72,Fully Paid,Pennsylvania,21-10-2022,03-08-2037
501392,10265,Mortgage,254418.66,99816.96,11.8,Active,Pennsylvania,30-10-2023,09-10-2027
501393,11668,Mortgage,617667.93,584671.81,12.07,Active,Arizona,07-08-2021,22-07-2024
501394,12020,Business Loan,88411.29,79583.26,8.53,Delinquent,New Jersey,07-04-2023,06-03-2029
501395,11930,Equipment Loan,37756.59,31756.64,9.6,Delinquent,New York,27-09-2024,23-04-2054
501396,12002,Mortgage,301658.68,171409.69,13.31,Active,North Carolina,22-09-2025,09-06-2045
501397,12718,Business Loan,322218.32,276593.91,4.12,Active,Florida,14-06-2019,24-05-2023
501398,12869,Auto Loan,37756.49,19355.33,3.79,Active,Georgia,15-12-2022,13-11-2028
501399,12245,Business Loan,255635.7,231101.22,4.72,Active,New Jersey,24-06-2023,08-06-2026
501400,10186,Business Loan,370355.86,307153.32,13.73,Defaulted,Michigan,26-04-2025,07-02-2040
501401,11236,Mortgage,220369.17,151271.95,10.77,Active,Texas,10-05-2025,04-12-2054
501402,10723,Mortgage,844216.07,308776.07,4.32,Active,North Carolina,06-10-2019,15-09-2023
501403,12723,Auto Loan,31933.08,22296.05,6.3,Active,Michigan,05-04-2019,15-03-2023
501404,12852,Business Loan,256470.78,188818.08,13.66,Active,Massachusetts,19-12-2024,04-12-2027
501405,11443,Personal Loan,58414.88,19583.07,12.17,Active,California,26-12-2024,20-11-2031
501406,12533,Auto Loan,18883.36,16279.07,4.05,Closed,Texas,20-06-2025,25-05-2030
501407,10552,Auto Loan,82180.84,50311.25,8.85,Active,Pennsylvania,09-02-2019,22-11-2033
501408,12593,Personal Loan,74648.76,47009.33,10.95,Closed,Virginia,21-04-2019,25-03-2024
501409,11583,Personal Loan,6871.38,1479.48,11.19,Fully Paid,New York,23-10-2021,27-09-2026
501410,11922,Mortgage,355464.36,247926.02,7.09,Fully Paid,Texas,27-07-2022,01-07-2027
501411,10122,Auto Loan,81136.28,58365.08,4.88,Closed,New York,16-01-2023,10-12-2029
501412,10558,Equipment Loan,251088.53,148704.08,8.05,Active,Massachusetts,14-06-2025,24-05-2029
501413,12995,Auto Loan,51504.64,18577.09,7.77,Active,California,21-07-2019,30-06-2023
501414,11551,Mortgage,627570.54,195239.28,9.49,Active,New Jersey,09-11-2020,04-10-2027
501415,11399,Mortgage,358760.35,329072.64,11.88,Active,Arizona,06-01-2020,10-12-2024
501416,11480,Auto Loan,35799.24,6508.88,10.08,Delinquent,California,08-05-2021,02-12-2050
501417,11311,Auto Loan,78292.59,21447.61,5.06,Active,North Carolina,11-03-2024,08-02-2030
501418,10097,Business Loan,253237.3,114282.86,10.4,Fully Paid,Georgia,03-01-2024,13-12-2027
501419,10768,Mortgage,668965.4,189434.12,14.5,Active,Massachusetts,16-12-2025,25-10-2035
501420,10055,Mortgage,502956.61,230816.46,8.05,Active,Florida,29-05-2022,06-04-2032
501421,11282,Personal Loan,56871.9,30732.53,5.63,Active,Ohio,24-06-2024,19-05-2031
501422,10347,Business Loan,62361.18,19161.41,10.92,Fully Paid,Florida,18-10-2019,13-05-2049
501423,11968,Mortgage,216056.04,46067.71,10.77,Active,Massachusetts,19-05-2019,28-04-2023
501424,10957,Mortgage,365292.63,213420.04,4.8,Delinquent,Pennsylvania,18-04-2023,12-03-2030
501425,12464,Personal Loan,74187.15,58487.61,3.66,Delinquent,Virginia,04-08-2022,03-07-2028
501426,10367,Mortgage,589232.13,378106.77,10.46,Active,Texas,01-02-2023,19-10-2042
501427,12224,Business Loan,104456.4,22474.52,6.89,Active,California,12-06-2025,27-05-2028
501428,11248,Auto Loan,66635.62,41385.61,12.53,Active,North Carolina,18-06-2019,12-05-2026
501429,10920,Personal Loan,51353.02,23670.12,9.22,Active,North Carolina,23-04-2022,01-03-2032
501430,12903,Mortgage,631281.85,395063.27,6.79,Active,Texas,25-05-2019,04-05-2023
501431,11297,Personal Loan,12934.71,8579.96,9.72,Fully Paid,Massachusetts,11-03-2023,18-02-2027
501432,10805,Auto Loan,78830.1,70199.27,8.64,Active,Virginia,28-08-2019,12-08-2022
501433,11916,Auto Loan,70651.25,34547.37,9.04,Active,New York,02-12-2020,01-11-2026
501434,12173,Mortgage,485673.55,414749.18,9.76,Active,Illinois,07-11-2019,11-10-2024
501435,10720,Personal Loan,8684.2,4165.56,10.78,Active,Pennsylvania,09-07-2023,07-06-2029
501436,12817,Auto Loan,48046.35,8761.3,7.52,Active,Pennsylvania,20-11-2019,30-10-2023
501437,10605,Mortgage,341337.88,151106.98,7.67,Closed,Arizona,13-03-2021,20-01-2031
501438,12632,Personal Loan,51009.79,16985.61,12.61,Fully Paid,Georgia,17-06-2025,04-03-2045
501439,12293,Auto Loan,66244.21,21704.79,10.28,Active,Ohio,09-04-2019,24-03-2022
501440,10287,Mortgage,415455.19,360055.68,8.75,Active,North Carolina,04-05-2020,03-04-2026
501441,10075,Mortgage,152064.18,112259.28,14.04,Active,New York,07-01-2021,07-12-2026
501442,12418,Business Loan,89775.74,60277.58,11.46,Defaulted,New Jersey,20-07-2024,05-07-2027
501443,12909,Equipment Loan,259722.77,113011.4,8.33,Fully Paid,Virginia,09-08-2025,24-07-2028
501444,10552,Mortgage,270454.73,193568.4,13.06,Active,Pennsylvania,04-08-2021,09-07-2026
501445,12994,Business Loan,84235.26,40942.93,13.07,Active,Washington,04-06-2024,20-05-2027
501446,11469,Mortgage,460843.66,205562.72,11.02,Active,Massachusetts,19-12-2021,12-11-2028
501447,12746,Mortgage,633137.5,548279.07,7.27,Active,Washington,06-05-2025,10-04-2030
501448,12302,Mortgage,594958.74,498621.78,13.21,Fully Paid,Ohio,08-11-2021,23-10-2024
501449,10775,Personal Loan,35024.06,26775.67,10.54,Active,Georgia,06-03-2025,29-01-2032
501450,10762,Business Loan,446849.94,104987.73,10.58,Fully Paid,Massachusetts,10-05-2023,25-01-2043
501451,12186,Personal Loan,53069.45,46449.01,10.08,Active,Michigan,20-06-2021,14-05-2028
501452,11050,Equipment Loan,181144.37,146065.45,6.82,Active,Texas,08-05-2024,02-12-2053
501453,11417,Business Loan,423916.95,304397.2,14.46,Active,Georgia,14-12-2020,13-11-2026
501454,10677,Equipment Loan,69326.15,39987.23,6.69,Active,Michigan,06-07-2024,23-03-2044
501455,10301,Mortgage,466388.59,272987.66,5.26,Active,California,14-02-2020,13-01-2026
501456,11874,Auto Loan,69015.03,18980.03,5.79,Active,Florida,17-08-2020,17-07-2026
501457,10629,Personal Loan,25131.82,22294.77,12.58,Defaulted,Georgia,19-06-2025,29-05-2029
501458,10545,Mortgage,748517.35,452363.18,7.87,Active,Massachusetts,01-07-2023,13-04-2038
501459,10263,Auto Loan,80978.55,52019.07,12.68,Active,Texas,28-08-2022,06-07-2032
501460,10424,Mortgage,351923.66,178670.02,5.29,Active,North Carolina,20-10-2020,07-07-2040
501461,11400,Mortgage,728164.06,215406.23,10.16,Delinquent,Georgia,31-05-2024,14-03-2039
501462,10533,Mortgage,507138.85,413340.66,4.82,Fully Paid,New York,07-06-2021,16-04-2031
501463,12119,Business Loan,385662.81,84583.31,9.56,Active,Illinois,09-08-2020,05-03-2050
501464,10764,Mortgage,509350.52,365201.98,13.44,Fully Paid,Arizona,06-02-2023,19-11-2037
501465,12489,Personal Loan,11449.18,8118.42,10.49,Active,New Jersey,10-05-2021,21-02-2036
501466,11777,Auto Loan,20853.44,8328.85,10.02,Fully Paid,Arizona,18-10-2020,14-05-2050
501467,10523,Personal Loan,67219.33,18802.97,5.17,Fully Paid,Georgia,21-09-2019,04-07-2034
501468,11855,Mortgage,830604.15,283716.05,7.79,Active,North Carolina,23-02-2019,06-12-2033
501469,11322,Personal Loan,51698.13,12457.71,8.83,Defaulted,Illinois,09-01-2025,05-08-2054
501470,10376,Mortgage,514350.33,114128.62,9.21,Active,Florida,14-11-2023,29-10-2026
501471,12768,Personal Loan,32694.75,14878.33,12.69,Active,Illinois,21-12-2022,05-12-2025
501472,11375,Personal Loan,46703.1,34064.33,4.4,Active,Arizona,07-05-2022,05-04-2028
501473,11144,Personal Loan,48751.92,7387.83,13.15,Active,Pennsylvania,14-08-2019,29-07-2022
501474,12609,Equipment Loan,90839.35,82908.04,7.97,Fully Paid,Michigan,29-01-2022,23-12-2028
501475,12936,Equipment Loan,152260.27,24032.46,13.9,Active,Texas,23-02-2023,28-01-2028
501476,12212,Mortgage,201755.71,47060.71,10.92,Active,California,29-08-2019,11-06-2034
501477,10901,Personal Loan,10522.82,5977.33,4.92,Fully Paid,Massachusetts,28-11-2023,12-11-2026
501478,12073,Auto Loan,74131.82,18753.64,7.12,Fully Paid,Ohio,13-09-2021,07-08-2028
501479,11215,Auto Loan,72091.86,39922.01,6.95,Active,Florida,12-10-2019,20-08-2029
501480,11929,Mortgage,600068.32,335812.76,13.55,Delinquent,Washington,18-11-2020,01-09-2035
501481,10353,Auto Loan,41576.37,20190.62,4.31,Active,Washington,10-10-2023,08-09-2029
501482,12885,Personal Loan,11143.13,4932.91,8.53,Fully Paid,Texas,11-04-2024,27-03-2027
501483,10015,Equipment Loan,198657.99,155331.5,10.28,Active,California,12-11-2020,28-10-2023
501484,11328,Mortgage,513879.79,120198.15,13.96,Closed,Massachusetts,14-06-2024,09-05-2031
501485,10173,Mortgage,353259.7,207397.21,6.05,Fully Paid,Washington,23-01-2022,19-08-2051
501486,11981,Auto Loan,79891.73,65220.15,12.62,Active,New Jersey,26-06-2020,21-05-2027
501487,10858,Mortgage,443642.89,150231.24,13.27,Active,Ohio,11-06-2023,15-05-2028
501488,10611,Business Loan,258147.76,78457.36,7.7,Active,California,20-06-2023,13-01-2053
501489,10571,Auto Loan,78709.5,71726.28,7.94,Delinquent,Florida,28-11-2024,02-11-2029
501490,11170,Mortgage,761803.47,624753.31,4.87,Active,Texas,05-05-2025,19-04-2028
501491,10029,Auto Loan,56725.81,48447.3,13.14,Active,North Carolina,06-12-2019,30-10-2026
501492,11523,Mortgage,354791.69,195252.82,11.76,Active,Ohio,20-03-2024,14-10-2053
501493,10990,Business Loan,576191.56,320591.02,10.45,Defaulted,Arizona,25-03-2019,16-02-2026
501494,12160,Personal Loan,52719.96,18871.8,9.45,Closed,Massachusetts,01-07-2023,04-06-2028
501495,10748,Mortgage,818235.36,594308.66,4.4,Fully Paid,Ohio,16-12-2022,25-11-2026
501496,11257,Personal Loan,36032.3,13240.24,11.73,Closed,Michigan,06-07-2023,30-05-2030
501497,11057,Mortgage,709130.91,171557.89,9.56,Active,Michigan,27-04-2019,12-01-2039
501498,10533,Equipment Loan,112224.55,66865.08,3.79,Active,New York,22-01-2021,18-08-2050
501499,11276,Auto Loan,38211.11,19458.51,8.14,Active,Michigan,24-05-2020,03-05-2024
501500,11711,Business Loan,334078.44,72757.96,6.42,Active,Georgia,04-02-2022,19-01-2025
501501,12063,Personal Loan,61012.33,58171.81,9.2,Closed,Arizona,12-11-2020,26-08-2035
501502,10772,Auto Loan,82826.54,46134.11,9.53,Fully Paid,Virginia,30-11-2023,08-10-2033
501503,12308,Mortgage,339843.07,192344.88,8.44,Active,Arizona,15-02-2019,09-01-2026
501504,12392,Equipment Loan,104005.88,38691.54,11.8,Fully Paid,Texas,12-12-2024,27-11-2027
501505,11201,Mortgage,762319.64,375436.49,9.24,Fully Paid,New Jersey,20-01-2023,30-12-2026
501506,11739,Auto Loan,54667.22,15513.98,9.07,Active,Ohio,20-06-2019,07-03-2039
501507,11581,Auto Loan,43566.85,39053.79,9.39,Defaulted,Washington,24-09-2020,29-08-2025
501508,10354,Auto Loan,32731.09,24801.61,9.55,Active,Ohio,26-01-2025,05-12-2034
